wikipedia|born|institution|field|almamater|doctoraladvisor|contributions|awards|website|nationality|education|fields|institutions|doctoralstudents|influenced|schoolortradition|influences|knownfor|occupation|academicbackground|academicwork|yearsactive|spouses|chinesename|traditionalchinese|simplifiedchinese|transcriptions|standardmandarin|hanyupinyin|citizenship|academicadvisors|politicalparty|employer|thesis|died|parents|children|doctoraladvisors|causeofdeath|restingplace|othernames|partners|notablework|agent|authorabbrevbotany|notablestudents|notableworks|title|discipline|subdiscipline|organization|relatives|majorcompetitions|notes|allegiance|servicebranch|serviceyears|rank|codename|othernotablestudents|height|boardmemberof|department|notablecredits|personal|religion|denomination|synagogue|yeshiva|semicha|koreanname|hangul|hanja|revisedromanization|mccunereischauer|maininterests|predecessor|successor|networth|criminalstatus|criminalcharge|penalty|timeatlarge|details|date|locations|targets|killed|weapons|dateapprehended|genres|instruments|honours|school|lineage|dharmanames|temple|seniorposting|teacher|periodinoffice|patrons|region|chinese|otheracademicadvisors|movement|youtubeinformation|channel|location|genre|subscribers|totalviews|yuecantonese|jyutping|labels|employers|basedin|alsoknownas|areas|pseudonyms|era|signature|residence|ringnames|billedheight|billedweight|billedfrom|trainedby|debut|status|nasaastronaut|timeinspace|selection|totalevas|totalevatime|missions|missioninsignia|notableideas|origin|associatedacts|criminalcharges|haircolor|eyecolor|cnsaastronaut|organisation|personalinformation|hometown|television
Thomas_Kane|[]|||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Thomas_Philippon|[]|['New York University', 'Federal Reserve Bank of New York', 'French Prudential Supervisory Authority']||['MIT', 'Paris School of Economics', 'EHESS', 'Ecole Polytechnique']|['Olivier Blanchard', None, 'Ricardo J. Caballero', None]||['Bernácer Prize', 'Michael Brennan Award', 'Brattle Prize']||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Thomas_Piketty|['Clichy, Hauts-de-Seine', 'France']||['Public economics', 'Economic history']|['École Normale Supérieure', 'London School of Economics', 'School for Advanced Studies in the Social Sciences']|['Roger Guesnerie']||['Honorary Doctorate', 'University of Johannesburg', 'Universidad de Chile', 'Yrjö Jahnsson Award', 'Prix du meilleur jeune économiste de France']||[]|||['Paris School of Economics', 'School for Advanced Studies in the Social Sciences', 'London School of Economics', 'Massachusetts Institute of Technology']||||['Simon Kuznets', 'Adam Smith', 'John Maynard Keynes', 'Anthony Atkinson', 'Karl Marx', None]||||||['Julia Cagé']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Thomas_Sampson|['England']|||||||||||||||||[]||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Thomas_Sargent|['Pasadena, California']|['Hoover Institution', 'University of Pennsylvania', 'University of Minnesota', 'University of Chicago', 'Stanford University', 'New York University', 'Singapore Management University', 'Peking University HSBC Business School']|['Macroeconomics', 'Monetary economics']|['UC Berkeley', 'Harvard University']|['John R. Meyer']||['NAS Award for Scientific Reviewing', 'Nobel Memorial Prize in Economic Sciences']||[]||||['Martin Eichenbaum', 'Lawrence J. Christiano', 'Danny Quah', 'Sagiri Kitao']|||['Robert Lucas, Jr.', 'John Muth']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tim_Bollerslev|['Copenhagen']|['Duke University', 'NBER']|['Econometrics', 'Financial economics', 'Macroeconomics']|['Aarhus University', 'University of California, San Diego']|['Robert F. Engle']|['GARCH']|||['Danish people']||||||['Neoclassical economics']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tim_Jenkinson||||['University of Cambridge', 'University of Pennsylvania', 'University of Oxford']|||||['British people']|||||||||['Professor']||||[]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Timothy_Besley|['Kesteven', 'Lincolnshire']|['London School of Economics', 'All Souls College, Oxford']|['Political economics']|['University of Oxford']|['W.M. Gorman']|[]|['Yrjö Jahnsson Award', 'John von Neumann Award']||['British people']||||['Rohini Pande', 'Dave Donaldson (economist)', 'Imran Rasul']|||['Amartya Sen', 'James Mirrlees', 'James M. Buchanan']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tobias_Moskowitz|['West Lafayette, Indiana']|||['UCLA', 'UCLA Anderson School of Management', 'Ph.D.', 'Purdue University', 'Krannert School of Management', 'Bachelor of Science', 'Master of Science']|['Doctoral advisor']||['Fischer Black Prize']||[None, 'United States']||['Financial economics']|['Yale School of Management', 'University of Chicago', 'University of Chicago Booth School of Business']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Todd_Wagner|['Gary, Indiana', 'Indiana']|||||||||['Indiana University']||||||||['2929 Entertainment']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||[None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tom_Baker|['Vauxhall, Liverpool']|||||||[None]||||||||||[]|||[]|['Lalla Ward']||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tom_Chang|['Magong', 'Penghu']|||['National Chengchi University']||||[None]||||||||||[]|||[]||[]|['Traditional Chinese characters']|['Simplified Chinese characters']|[]|['Standard Chinese']|['Hanyu Pinyin']||||||['Tamsui District', 'Taipei']|[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||[]|[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tom_Tyler|['Port Henry, New York']||||||||[]|||||||||[]|||[]|[]||||||||||||['Hamtramck, Michigan']|||||['Mount Olivet Cemetery (Detroit)']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomaso_Poggio|['Genoa, Italy']|||['University of Genoa']|['Doctoral advisor']||['Otto Hahn Medal', 'University of Pavia', None, None, 'Swartz Prize', None]||||['Machine learning', 'Neural network', 'Artificial intelligence', 'Cognitive science', 'Visual systems']|['Massachusetts Institute of Technology']|||||['Deep learning']||||||||||||||||||||||||||||['Demis Hassabis', 'Anya Hurlbert', 'Christof Koch', 'Partha Niyogi', 'Amnon Shashua']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tommaso_Valletti||||||||[None]||['London School of Economics']||['Imperial College London']|||||||[]|[]||||||||||||||||||||||||||||['Economics']|['Industrial Organization']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Toni_Whited||||['University of Oregon', 'Princeton University']||||[None, 'Edit this at Wikidata']||||||||||['Economist']||||||||||||||||||||||||||||||||['University of Michigan']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tony_Zhang|[]|||['Shenzhen University', 'South China University of Technology']||||||||||||||['Tencent']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||['United States dollar', None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Torsten_Persson|['Stockholm']|['University of Stockholm', 'London School of Economics']|['Political economics', 'Macroeconomics', 'International economics', 'Public economics']|[]|['Lars E. O. Svensson']||['Yrjö Jahnsson Award']||['Sweden']||||||['Constitutional economics']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Trevon_Logan|['Saint Paul, Minnesota']|['The Ohio State University', 'University of California, Santa Barbara']|['Economic History']|['University of Wisconsin, Madison', 'University of California, Berkeley']|[]|||[None]|||||||||||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ugo_Panizza||['Graduate Institute of International and Development Studies', 'Geneva']|['Development economics', 'International Finance', 'Sovereign debt', 'Sovereign default']|['Johns Hopkins University']||['Original sin (economics)', 'Too Much Finance']|||[]|||||||['Barry Eichengreen', 'Ricardo Hausmann']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ulrike_Malmendier|['Cologne', 'West Germany']|['University of California, Berkeley', 'Stanford University']|['Behavioral finance', 'Law and economics']|['University of Bonn', 'Harvard Business School']|['Andrei Shleifer', None]||['Fischer Black Prize']||['Germany']|||||||||||||['Stefano DellaVigna']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Uri_Gneezy|['Tel Aviv', 'Israel']|['University of California, San Diego']|['Behavioral economics', 'Negotiation', 'Strategy', 'Business ethics']|['Tel Aviv University', 'Tilburg University']|||||['Israel']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vicki_Been|['Naturita, Colorado']|||['Colorado State University', 'New York University School of Law']|||||['United States']||['Property Law', 'Land Use']|['New York City Department of Housing Preservation and Development', 'New York University School of Law']||||||||||['Richard Revesz']||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Victor_Fuchs|[]|['Stanford University']|['Health economics']|['Columbia University', 'New York University']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Victor_Lavy||||||||[None]||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Victoria_Johnson|['Ithaca, New York']||||||['Pulitzer Prize for History', 'National Book Award for Nonfiction']|||['Yale University', 'Humboldt-Universität', 'Columbia University']||['University of Michigan', 'Hunter College']|||||||[]|[]|||||||||||||['Thesis']|||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Viktor_Prokopenya|['Minsk', 'Byelorussian Soviet Socialist Republic']|||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vincent_Reinhart|['New York City']|['American Enterprise Institute']|||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vincenzo_Guzzo|['Montreal', 'Quebec']|||['University of Western Ontario', 'Université du Québec à Montréal']||||[None]|||||||||"['Cinémas Guzzo', ""Dragons' Den (Canadian TV series)""]"|||||[]|||||||[]||||||[]|[]||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vivian_Wu|['Shanghai']|||||||||||||||||[]|||[]|[]|[]|['Traditional Chinese characters']|['Simplified Chinese characters']|[]|['Standard Chinese']|['Hanyu Pinyin']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vladimir_Nazarov|['Novomoskovsk, Dnipropetrovsk Oblast']|||||||||||||||||[]|||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Wallace E_Oates|[]|||[]||||||||[]||||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Wendy_Rahn||||['Creighton University', 'University of Minnesota']|||['International Society of Political Psychology', 'American Political Science Association']||['United States']||['Political science']|['The Ohio State University', 'The University of Wisconsin', 'Duke University', 'University of Minnesota']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Werner_Erhard|['Philadelphia']|||||||[None]||||||||||[]||||[]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Whitney_Newey|[]|['Massachusetts Institute of Technology']|['Econometrics']|['Massachusetts Institute of Technology', 'Brigham Young University']|['Jerry A. Hausman', None]|['Newey–West estimator']|||||||['Yacine Ait-Sahalia', None, 'Alberto Abadie', None, 'Susanne Schennach', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Willem_Buiter|['The Hague', 'Netherlands']|['Citigroup', 'London', 'United Kingdom', 'Bank of England', 'Yale', 'London School of Economics']|['Economics', 'Finance', 'Political Economy']|['University of Cambridge']|||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
William_Congdon|['Providence, Rhode Island']||||||||['United States']|['Pennsylvania Academy of the Fine Arts', 'Pennsylvania', 'United States of America']|||||||['Painting', 'Sculpture', 'Drawing']|||||||||||||||||['Milan']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||['Abstract Art']||||||||||||||||||||||||||||||||||||||||||
William_Easterly|['Morgantown, West Virginia']||['Political economy', 'International development']||['Lance Taylor (economist)', None]||||['United States']||||||['Chicago School of Economics']|['Friedrich von Hayek', 'Milton Friedman']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
William_Nordhaus|[None, 'Albuquerque, New Mexico', 'New Mexico']||||['Doctoral advisor', 'Robert Solow', None]||['BBVA Foundation Frontiers of Knowledge Award', 'Nobel Memorial Prize in Economic Sciences']|||['Yale University', 'Bachelor of Arts', 'Master of Arts', 'Sciences Po', 'Massachusetts Institute of Technology', 'Doctor of Philosophy']|['Environmental economics']|['Yale University']|||||||||||||||||||||['Thesis', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
William_Wascher||['Federal Reserve Board of Governors']|['Labor economics']|['University of Delaware', 'University of Pennsylvania']|||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Wolfgang_Franz|['Nassau an der Lahn', 'Nazi Germany']|['University of Mannheim']|['Labor economics', 'Macroeconomics']|[]|||||['Germany']|||||||['Heinz König']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Wouter den_Haan||||['Erasmus University', 'Carnegie Mellon']|||||['Netherlands']||['Economics']|['University of California at San Diego', 'London Business School', 'University of Amsterdam', 'London School of Economics']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Xavier_Gabaix|[]|['Harvard University', 'New York University', 'MIT']|['Macroeconomics']|['Harvard University', 'Ecole Normale Supérieure', 'Paris School of Economics', None]|['Robert Barro']||||['France']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Xi_Zhu|['Youxi County', 'Fujian Province', 'Song dynasty']|||||||||||||||||||||||||||||||||[]||||||['Courtesy title']|||||||||||||||||||||||||||||||||||||||||||||||||||||['List of schools of philosophy', 'Confucianism', 'Neo-Confucianism']||||||||['Chinese philosophy']|||||||||||||||||||||||||||||||||||||||||||||
Xiao_Wang||||['Peking University', 'University of Chicago']||||[None]|||['Chemistry']|['Massachusetts Institute of Technology']||||||||||||||||||['Chuan He']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Xiaohong_Chen|['Wuhan', 'Hubei']|||['Wuhan University', 'Renmin University of China', 'University of Western Ontario', 'University of California, San Diego']||||||||||||||||||||||||||||['Yale University']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||[None]||||||||||||||||||||||||||||||||||||||||||||||||||||||
Yann_LeCun|['Soisy-sous-Montmorency', 'France']|||['ESIEE Paris', 'Pierre and Marie Curie University', 'Sorbonne University']|['Doctoral advisor']||['Turing Award', 'AAAI Fellow', 'Legion of Honour']|[None]||||['Bell Labs', 'New York University', 'Facebook']|||||['Deep learning']||||||||||||||||['Thesis', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Yaping_Wang|['Yantai', 'Shandong']||||||||||||||||||||||||||||||||||||||||||||||||||||||||"[""People's Liberation Army Strategic Support Force""]"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||['List of astronauts by selection', None]|||['Shenzhou 10']|[None]|||||||['China National Space Administration']||||
Yasheng_Huang|['Beijing']|||['Harvard University', 'John F. Kennedy School of Government']||||||['B.A', 'Ph.D']|||||||[]|['Author', 'Economic strategist', 'Professor']|||||||||||[]|||[]||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ye_Feng|['Hankou', 'Hubei', 'Republic of China (1912–1949)']||||||||||||||||['Cinema of Hong Kong', 'Shidaiqu']|[]|||[]|||||||||||||||||||[]||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ye_Li|['Shanghai, China']|||||||||||||||||[]||||['Yao Ming']||||||||||||||[]||||||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Yi_Cheng|['Wangcheng District', 'Changsha', 'Hunan', 'China']|||['Alma mater']|||||[]|||||||||||||||||||||||||[None, 'Zhenru Temple (Jiangxi)', 'Jiang Xi']||||||||||||[]|['Buddhist Association of China']|||||||||||||||||[]|['Chan Buddhism']|||||||||||['Zhao Puchu']|['Chuanyin']||||||||||||||||['Weiyang school', 'Linji school']|[]|['Dharma name']|['Zhenru Temple (Jiangxi)', 'Xixin Chan Temple', 'Fayuan Temple']|[]|['Hsu Yun']|[]|||||||||||||||||||||||||||||||||||||||||||||||
